crewlistID,vesselID,vessel,rig,masterID,master,voyageID,voyage,list_date,port,custom_house,destination,source,images,inbound_date,transcriber,scan
AC057621,AS1470,Georgiana,Brig,AM0713,"Budington, Sidney O.",AV05762,"Georgiana : 1857",1857-Apr-08,,"New London","Cumberland Straits","NARA, NE Region","33490, 33491",NULL,NULL,NULL
AC057631,AS1470,Georgiana,Brig,AM0713,"Budington, Sidney O.",AV05763,"Georgiana : 1858-1859",1858-Jun-01,,"New London","Davis Straits Whaling","NARA, NE Region","33571, 33572",NULL,NULL,NULL
AC057641,AS1470,Georgiana,Brig,AM5127,"Tyson, George E.",AV05764,"Georgiana : 1860-1861",1860-Apr-30,,"New London","Davis Straits Whaling","NARA, NE Region","33665, 33666",NULL,NULL,NULL
AC057651,AS1470,Georgiana,Brig,AM4129,"Rogers, Benjamin Nelson",AV05765,"Georgiana : 1862-1863",1862-May-08,,"New London","Cumberland Inlet","NARA, NE Region","33739, 33740",NULL,NULL,NULL
AC057661,AS1470,Georgiana,Brig,AM2950,"Keeney, George",AV05766,"Georgiana : 1864-1865",1864-Apr-13,,"New London","Cumberland Inlet","NARA, NE Region","40030, 40031",NULL,NULL,NULL
AC057671,AS1470,Georgiana,Brig,AM4626,"Spicer, John Orrin",AV05767,"Georgiana : 1866-1867",1866-Jul-12,,"New London","Cumberland Inlet, Whaling","NARA, NE Region","40138, 40139",NULL,NULL,NULL
AC057681,AS1470,Georgiana,Brig,AM3738,"Parsons, Andrew J.",AV05768,"Georgiana : 1868-1868",1868-Aug-03,,"New London","Cumberland Inlet","NARA, NE Region","40199, 40200",NULL,NULL,NULL
AC057720,AS1472,"Gideon Barstow",Ship,AM0842,"Cary, Nathaniel C.",AV05772,"Gideon Barstow : 1832-1835","1832 Aug 16","Rochester, MA (Mattapoisett)","New Bedford, MA","Pacific Ocean","NBFPL reel 167 ",,"1835 Dec 29",NULL,NULL
AC057723,AS1472,"Gideon Barstow",Ship,AM0842,"Cary, Nathanl. C. ",AV05772,"Gideon Barstow : 1832-1835","1832 Aug 16",Rochester,"New Bedford","Pacific Ocean","NBFPL Reel 167",,,"Joe Quigley",GideonBarstow_1832_05772
AC057751,AS0238,"Gideon Howland",Ship,AM1401,"Cox, Arthur",AV05775,"Gideon Howland : 1842-1844",1842-Oct-21,,"New Bedford",,NB,,NULL,NULL,NULL
AC057763,AS0238,"Gideon Howland",Ship,AM4320,"Sherman, Jireh, Jr.",AV05776,"Gideon Howland : 1831-1834","1831 Nov 8","New Bedford","New Bedford","Pacific Ocean","NBFPL Reel 167",,,"Joe Quigley",GideonHowland_1831_05776
AC057791,AS0238,"Gideon Howland",Ship,AM3370,"Mayhew, James",AV05779,"Gideon Howland : 1844-1847",1844-Dec-19,,"New Bedford",,NB,,NULL,NULL,NULL
AC057801,AS0238,"Gideon Howland",Ship,AM0854,"Cash, William",AV05780,"Gideon Howland : 1847-1850",1847-Jul-16,,"New Bedford",,NB,,NULL,NULL,NULL
AC057811,AS0238,"Gideon Howland",Ship,AM2895,"Jernegan, Nathaniel Mayhew",AV05781,"Gideon Howland : 1850-1853",1850-Sep-04,,"New Bedford",,NB,,NULL,NULL,NULL
AC057821,AS0238,"Gideon Howland",Ship,AM0704,"Bryant, Charles R.",AV05782,"Gideon Howland : 1853-1857",1853-Sep-02,,"New Bedford",,NB,,NULL,NULL,NULL
AC057831,AS0238,"Gideon Howland",Ship,AM5366,"Williams, James M.",AV05783,"Gideon Howland : 1857-1861",1857-Aug-11,,"New Bedford",,NB,,NULL,NULL,NULL
AC057851,AS0256,Glacier,Schr,AM4946,"Taber, George F.",AV05785,"Glacier : 1864-1865",1864-Jun-21,,"New Bedford",,NB,,NULL,NULL,NULL
AC057861,AS0256,Glacier,Schr,AM3937,"Potter, Edwin A.",AV05786,"Glacier : 1866-1867",1866-Apr-09,,"New Bedford",,NB,,NULL,NULL,NULL
AC057871,AS0256,Glacier,Bark,AM2186,"Gifford, Benjamin D.",AV05787,"Glacier : 1868-1870",1868-May-11,,"New Bedford",,NB,,NULL,NULL,NULL
AC057881,AS0256,Glacier,Bark,AM3937,"Potter, Edwin A.",AV05788,"Glacier : 1871-1873",1871-Jul-17,,"New Bedford",,NB,,NULL,NULL,NULL
AC057891,AS0251,Gladiator,Ship,AM5119,"Turner, James Kempton",AV05789,"Gladiator : 1850-1854",1850-Aug-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC057951,AS0255,Glendower,,AM5255,"West, Nehemiah",AV05795,"Glendower : 1863-1864",1863-Jun-04,,"New Bedford",,NB,,NULL,NULL,NULL
AC058061,AS0249,Globe,Ship,AM1493,"Daggett, John C.",AV05806,"Globe : 1845-1850",1845-Sep-12,,"New Bedford",,NB,,NULL,NULL,NULL
AC058071,AS0249,Globe,Ship,AM4932,"Taber, Asa",AV05807,"Globe : 1850-1851",1850-Nov-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC058081,AS0250,Globe,Bark,AM2429,"Handy, William, Jr.",AV05808,"Globe : 1850-1855",1850-Sep-09,,"New Bedford",,NB,,NULL,NULL,NULL
AC058091,AS0250,Globe,Bark,AM5084,"Tripp, Alexander Augustus",AV05809,"Globe : 1855-1858",1855-Aug-14,,"New Bedford",,NB,,NULL,NULL,NULL
AC058101,AS0250,Globe,Bark,AM5084,"Tripp, Alexander Augustus",AV05810,"Globe : 1858-1861",1858-Aug-11,,"New Bedford",,NB,,NULL,NULL,NULL
AC058111,AS0250,Globe,Bark,AM5084,"Tripp, Alexander Augustus",AV05811,"Globe : 1862-1864",1862-Jun-09,,"New Bedford",,NB,,NULL,NULL,NULL
AC058121,AS0250,Globe,Bark,AM5084,"Tripp, Alexander Augustus",AV05812,"Globe : 1865-1868",1865-Jun-12,,"New Bedford",,NB,,NULL,NULL,NULL
AC058131,AS0250,Globe,Bark,AM5084,"Tripp, Alexander Augustus",AV05813,"Globe : 1869-1872",1869-Mar-04,,"New Bedford",,NB,,NULL,NULL,NULL
AC058150,AS0244,Golconda,Ship,AM0443,"Bennett, James",AV05815,"Golconda : 1818-1819",1818-Jul-31,,"New Bedford","Coast of Patagonia","NBFPL reel 167",,NULL,NULL,NULL
AC058160,AS0244,Golconda,Ship,AM0443,"Bennett, James",AV05816,"Golconda : 1819-1822",1819-Oct-15,,"New Bedford","Pacific Ocean","NBFPL reel 167",,NULL,NULL,NULL
AC058180,AS0244,Golconda,Ship,AM0617,"Brock, Peleg",AV05818,"Golconda : 1825-1827",1825-May-26,,"New Bedford","Pacific Ocean","NBFPL reel 167",,NULL,NULL,NULL
AC058190,AS0244,Golconda,Ship,AM0408,"Baylies, Gustavus Adolphus",AV05819,"Golconda : 1827-1829",1827-Jul-17,,"New Bedford","Pacific Ocean","NBFPL reel 167",,NULL,NULL,NULL
AC058201,AS0244,Golconda,Ship,AM4237,"Sampson, John D.",AV05820,"Golconda : 1829-1832",1829-Oct-07,,"New Bedford",,NB,,NULL,NULL,NULL
AC058210,AS0244,Golconda,Ship,AM1395,"Covell, Joseph",AV05821,"Golconda : 1832-1835",1832-Aug-30,,"New Bedford","Pacific Ocean","NBFPL reel 167",,NULL,NULL,NULL
AC058241,AS0244,Golconda,Ship,AM2716,"Howland, Edward, II",AV05824,"Golconda : 1843-1847",1843-Sep-02,,"New Bedford",,NB,,NULL,NULL,NULL
AC058251,AS0244,Golconda,Ship,AM0703,"Brush, Samuel N.",AV05825,"Golconda : 1847-1851",1847-Aug-24,,"New Bedford",,NB,,NULL,NULL,NULL
AC058271,AS0244,Golconda,Ship,AM1605,"Dougherty, Francis",AV05827,"Golconda : 1851-1855",1851-Jul-31,,"New Bedford",,NB,,NULL,NULL,NULL
AC058281,AS0244,Golconda,Ship,AM2743,"Howland, Philip",AV05828,"Golconda : 1855-1859",1855-Jun-21,,"New Bedford",,NB,,NULL,NULL,NULL
AC058291,AS0244,Golconda,Bark,AM2301,"Green, Joseph K.",AV05829,"Golconda : 1859-1864",1859-Oct-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC058331,AS0245,"Golconda II",Ship,AM4455,"Smith, Abner",AV05833,"Golconda II : 1841-1844",1841-Jun-29,,"New Bedford",,NB,,NULL,NULL,NULL
AC058341,AS0245,"Golconda II",Ship,AM4735,"Studley, Benjamin R.",AV05834,"Golconda II : 1844-1848",1844-Oct-23,,"New Bedford",,NB,,NULL,NULL,NULL
AC058371,AS1479,"Gold Hunter",ship,AM0622,"Brock, Thomas, Jr.",AV05837,"Gold Hunter : 1832-1833",1832-Jun-23,"Fall River","Fall River",,Lund,,NULL,NULL,NULL
AC058381,AS1479,"Gold Hunter",ship,AM1157,"Coffin, Jethro",AV05838,"Gold Hunter : 1833-1835",1833-Jul-07,"Fall River","Fall River","South Atlantic","NARA Waltham",,NULL,NULL,NULL
AC058391,AS1479,"Gold Hunter",ship,AM1157,"Coffin, Jethro",AV05839,"Gold Hunter : 1835-1837",1835-Jun-06,"Fall River","Fall River","South Atlantic","NARA Waltham",,NULL,NULL,NULL
AC058401,AS1479,"Gold Hunter",ship,AM1799,"Estes, Clark",AV05840,"Gold Hunter : 1837-1839",1837-Aug-04,"Fall River","Fall River",Pacific,"NARA Waltham",,NULL,NULL,NULL
AC058411,AS1479,"Gold Hunter",ship,AM1799,"Estes, Clark",AV05841,"Gold Hunter : 1839-1840",1839-Jun-05,"Fall River","Fall River",,Lund,,NULL,NULL,NULL
AC058421,AS1479,"Gold Hunter",ship,AM5450,"Wood, Albert",AV05842,"Gold Hunter : 1841-1843",1841-May-22,"Fall River","Fall River","South Atlantic","NARA Waltham",,NULL,NULL,NULL
AC058431,AS1479,"Gold Hunter",ship,AM5450,"Wood, Albert",AV05843,"Gold Hunter : 1843-1846",1843-Oct-31,"Fall River","Fall River",Pacific,"NARA Waltham",,NULL,NULL,NULL
AC058441,AS1479,"Gold Hunter",ship,AM3313,"Marble, John C.",AV05844,"Gold Hunter : 1846-1849",1846-Oct-24,"Fall River","Fall River","Atlantic, elsewhere","NARA Waltham",,NULL,NULL,NULL
AC058451,AS0264,"Golden City",Schr,AM1043,"Clay, Henry (Rodriques, Acquilla)",AV05845,"Golden City : 1875-1876",1875-Dec-08,,"New Bedford",,NB,,NULL,NULL,NULL
AC058461,AS0264,"Golden City",Schr,AM1043,"Clay, Henry (Rodriques, Acquilla)",AV05846,"Golden City : 1877-1878",1877-Jun-19,,"New Bedford",,NB,,NULL,NULL,NULL
AC058471,AS0264,"Golden City",Schr,AM3340,"Martin, William A. ?",AV05847,"Golden City : 1878-1880",1878-Nov-27,,"New Bedford",,NB,,NULL,NULL,NULL
AC058481,AS0264,"Golden City",Schr,AM0208,"Avery, James F.",AV05848,"Golden City : 1880-1881",1880-Jun-01,,"New Bedford",,NB,,NULL,NULL,NULL
AC058501,AS0264,"Golden City",Schr,AM2029,"Frates (Freitas), Anthony Joseph",AV05850,"Golden City : 1881-1882",1881-Oct-12,,"New Bedford",,NB,,NULL,NULL,NULL
AC058511,AS0264,"Golden City",Schr,AM0526,"Bourne, George W.",AV05851,"Golden City : 1882-1884",1882-Oct-21,,"New Bedford",,NB,,NULL,NULL,NULL
AC058521,AS0264,"Golden City",Schr,AM0208,"Avery, James F.",AV05852,"Golden City : 1886-1887",1886-May-03,,"New Bedford",,NB,,NULL,NULL,NULL
AC058531,AS0264,"Golden City",Schr,AM3290,"Mandly, Antone J.",AV05853,"Golden City : 1888-1889",1888-Apr-28,,"New Bedford",,NB,,NULL,NULL,NULL
AC058541,AS0264,"Golden City",Schr,AM3290,"Mandly, Antone J.",AV05854,"Golden City : 1889-1891",1889-Oct-28,,"New Bedford",,NB,,NULL,NULL,NULL
AC058551,AS0264,"Golden City",Schr,AM3290,"Mandly, Antone J.",AV05855,"Golden City : 1891-1894",1891-Nov-13,,"New Bedford",,NB,,NULL,NULL,NULL
AC058561,AS0264,"Golden City",Schr,AM0208,"Avery, James F.",AV05856,"Golden City : 1894-1895",1894-Oct-29,,"New Bedford",,NB,,NULL,NULL,NULL
AC058571,AS0264,"Golden City",Schr,AM2010,"Foster, Joseph B.",AV05857,"Golden City : 1895",1895-Jul-13,,"New Bedford",,NB,,NULL,NULL,NULL
AC058581,AS0264,"Golden City",Schr,AM0208,"Avery, James F. ?",AV05858,"Golden City : 1896-1897",1896-May-09,,"New Bedford",,NB,,NULL,NULL,NULL
AC058591,AS0264,"Golden City",Schr,AM4303,"Senna, Ayres J.",AV05859,"Golden City : 1897-1899",1897-Nov-13,,"New Bedford",,NB,,NULL,NULL,NULL
AC058601,AS0264,"Golden City",Schr,AM3483,"Morris, Frank C.",AV05860,"Golden City : 1900-1901",1900-May-22,,"New Bedford",,NB,,NULL,NULL,NULL
AC058611,AS0264,"Golden City",Schr,AM2249,"Gonsalves, John Teofilo",AV05861,"Golden City : 1901-1903",1901-Oct-14,,"New Bedford",,NB,,NULL,NULL,NULL
AC058631,AS0264,"Golden City",Schr,AM3290,"Mandly, Antone J.",AV05863,"Golden City : 1903-1904",1903-Oct-05,,"New Bedford",,NB,,NULL,NULL,NULL
AC058641,AS0264,"Golden City",Schr,AM4260,"Santos, Manuel F.",AV05864,"Golden City : 1904-1905",1904-Sep-26,,"New Bedford",,NB,,NULL,NULL,NULL
AC058751,AS1483,"Golden West",Schooner,AM0971,"Church, Simeon",AV05875,"Golden West : 1865-1868",1865-Nov-28,,"New London","Desolation Island","NARA, NE Region","40085, 40086",NULL,NULL,NULL
AC058761,AS1483,"Golden West",Schooner,AM0971,"Church, Simeon",AV05876,"Golden West : 1868-1871",1868-Jun-29,,"New London","Desolation Island & Elsewhere","NARA, NE Region","40230, 40231",NULL,NULL,NULL
AC058781,AS1483,"Golden West",Schooner,AM4129,"Rogers, Benjamin Nelson",AV05878,"Golden West : 1871-1872",1871-Aug-04,,"New London","South Atlantic","NARA, NE Region","40329, 40330",NULL,NULL,NULL
AC058791,AS1483,"Golden West",Schooner,AM4129,"Rogers, Benjamin Nelson",AV05879,"Golden West : 1872-1873",1872-Aug-14,,"New London","South Atlantic","NARA, NE Region","40369, 40370",NULL,NULL,NULL
AC058801,AS1483,"Golden West",Schooner,AM5368,"Williams, John L.",AV05880,"Golden West : 1873-1874",1873-Jul-23,,"New London","South Atlantic Ocean","NARA, NE Region","40405, 40406",NULL,NULL,NULL
AC058811,AS1483,"Golden West",Schooner,AM5368,"Williams, John L.",AV05881,"Golden West : 1874-1875",1874-Jul-18,,"New London","South Atlantic","NARA, NE Region","40418, 40419, 40420",NULL,NULL,NULL
AC058821,AS1483,"Golden West",Schooner,AM5368,"Williams, John L.",AV05882,"Golden West : 1875-1876",1875-Jun-30,,"New London","South Atlantic","NARA, NE Region","40442, 40443",NULL,NULL,NULL
AC058831,AS1483,"Golden West",Schooner,AM5368,"Williams, John L.",AV05883,"Golden West : 1876-1877",1876-Aug-08,,"New London","South Atlantic Ocean","NARA, NE Region","40457, 40458",NULL,NULL,NULL
AC058841,AS1483,"Golden West",Schooner,AM2650,"Holmes, James M.",AV05884,"Golden West : 1877-1878",1877-Jun-28,,"New London","South Atlantic Ocean","NARA, NE Region","40489, 40490",NULL,NULL,NULL
AC058851,AS1483,"Golden West",Schooner,AM0941,"Chesebro, Walter Scott",AV05885,"Golden West : 1878-1880",1878-Jul-27,,"New London","South Atlantic","NARA, NE Region","40524, 40525",NULL,NULL,NULL
AC058883,AS0246,"Good Return",Ship,AM4988,"Terry, Job, Jr.",AV05888,"Good Return : 1821-1823","1821 May 5","New Bedford","New Bedford","Brazil Bank & Coast of Patagonia","NBFPL Reel 167",,,"Joe Quigley",GoodReturn_1821_05888
AC058893,AS0246,"Good Return",Ship,AM4988,"Terry, Job, Jr.",AV05889,"Good Return : 1823-1824","1823 Jun 25","New Bedford","New Bedford","Brazil Bank","NBFPL Reel 167",,,"Joe Quigley",GoodReturn_1823_05889
AC058903,AS0246,"Good Returm",Ship,AM4988,"Terry, Job, Jr.",AV05890,"Good Return : 1824-1825","1824 Jun17","New Bedford","New Bedford","South Sea","NBFPL Reel 167",,,"Joe Quigley",GoodReturn_1824_05890
AC058921,AS0218,"Good Return II",Ship,AM4988,"Terry, Job, Jr.",AV05892,"Good Return II : 1827-1828",1827-Jun-29,,"New Bedford",,NB,,NULL,NULL,NULL
AC058923,AS0218,"Good Return",Ship,AM4988,"Terry, Job, Jr.",AV05892,"Good Return II : 1827-1828","1827 Jun 29","New Bedford","New Bedford","Brazil Bank","NBFPL Reel 167",,,"Joe Quigley",GoodReturnII_1827_05892
AC058930,AS0218,"Good Return",Ship,AM4988,"Terry, Job",AV05893,"Good Return II : 1828-1829",1828-Jul-26,,"New Bedford","Brazil Banks","NBFP Reel 167",,NULL,NULL,NULL
AC058940,AS0218,"Good Return",Ship,AM4988,"Terry, Job",AV05894,"Good Return II : 1829-1830",1829-Jul-17,,"New Bedford","Coast of Brazil","NBFP Reel 167",,NULL,NULL,NULL
AC058950,AS0218,"Good Return",Ship,AM4988,"Terry, Job",AV05895,"Good Return II : 1830-1833",1830-Sep-04,,"New Bedford","Brazil Banks","NBFP Reel 167",,NULL,NULL,NULL
AC058960,AS0218,"Good Return",Ship,AM2749,"Terry, Job",AV05896,"Good Return II : 1833-1834",1833-Jun-25,,"New Bedford","Brazil Banks","NBFP Reel 167",,NULL,NULL,NULL
AC058970,AS0218,"Good Return",Ship,AM2749,"Howland, Warren",AV05897,"Good Return II : 1834-1836",1834-Jun-16,,"New Bedford","South Atlantic and Indian Oceans","NBFP Reel 167",,NULL,NULL,NULL
AC058973,AS0218,"Good Return",Ship,AM2749,"Howland, Warren",AV05897,"Good Return II : 1834-1836","1834 Jun 16","New Bedford","New Bedford","South Atlantic and Indian Ocean","NBFPL Reel 167",,,"Joe Quigley",GoodReturnII_1834_05897
AC059001,AS0218,"Good Return II",Ship,AM4953,"Taber, John Smith",AV05900,"Good Return II : 1841-1844",1841-Oct-19,,"New Bedford",,NB,,NULL,NULL,NULL
AC059011,AS0218,"Good Return II",Ship,AM4917,"Swift, John, Jr.",AV05901,"Good Return II : 1844-1847",1844-Jul-24,,"New Bedford",,NB,,NULL,NULL,NULL
AC059021,AS0218,"Good Return II",Ship,AM1293,"Cook, Christopher",AV05902,"Good Return II : 1847-1851",1847-Dec-09,,"New Bedford",,NB,,NULL,NULL,NULL
AC059031,AS0218,"Good Return II",Ship,AM5401,"Wing, Benjamin Franklin",AV05903,"Good Return II : 1851-1855",1851-Sep-01,,"New Bedford",,NB,,NULL,NULL,NULL
AC059041,AS0218,"Good Return II",Ship,AM5401,"Wing, Benjamin Franklin",AV05904,"Good Return II : 1855-1858",1855-Oct-08,,"New Bedford",,NB,,NULL,NULL,NULL
AC059051,AS0218,"Good Return II",Ship,AM1825,"Fish, Elial T.",AV05905,"Good Return II : 1858-1862",1858-Oct-04,,"New Bedford",,NB,,NULL,NULL,NULL
AC059131,AS1488,"Governor Carver",Bark,AM2676,"Hosmer, Charles B.",AV05913,"Governor Carver : 1850-1851",1828-Jun-08,,"New Bedford",,NB,,NULL,NULL,NULL
AC059141,AS1488,"Governor Carver",Bark,AM5249,"West, Henry S.",AV05914,"Governor Carver : 1851-1854",1851-Dec-04,,"New Bedford",,NB,,NULL,NULL,NULL
AC059151,AS1488,"Governor Carver",Bark,AM2593,"Higgins, Oren Bernard",AV05915,"Governor Carver : 1854",1854-Jul-11,,"New Bedford",,NB,,NULL,NULL,NULL
AC059161,AS1488,"Governor Carver",Bark,AM2593,"Higgins, Oren Bernard",AV05916,"Governor Carver : 1854",1854-Oct-18,,"New Bedford",,NB,,NULL,NULL,NULL
AC059171,AS1488,"Governor Carver",Bark,AM2593,"Higgins, Oren Bernard",AV05917,"Governor Carver : 1854-1857",1854-Nov-17,,"New Bedford",,NB,,NULL,NULL,NULL
AC059181,AS1488,"Governor Carver",Bark,AM0418,"Beebe, John A.",AV05918,"Governor Carver : 1857-1860",1857-Sep-08,,"New Bedford",,NB,,NULL,NULL,NULL
AC059191,AS1488,"Govenor Carver",Bark,AM4322,"Shearman, John W.",AV05919,"Governor Carver : 1860-1863",1860-Nov-20,,"New Bedford",,NB,,NULL,NULL,NULL
AC059201,AS1488,"Governor Carver",Bark,AM3264,"Macy, Thomas H.",AV05920,"Governor Carver : 1864-1867",1864-May-20,,"New Bedford",,NB,,NULL,NULL,NULL
AC059211,AS1488,"Governor Carver",Bark,AM2205,"Gifford, Jason Wilcox",AV05921,"Governor Carver : 1867-1869",1867-Dec-23,,"New Bedford",,NB,,NULL,NULL,NULL
AC059241,AS1490,"Governor Endicott",Bark,AM2648,"Holmes, Charles K.",AV05924,"Governor Endicott : 1838-1839",1838-Jul-11,,"New London",0,"NARA, NE Region","32067, 32068",NULL,NULL,NULL
AC059251,AS1490,"Governor Endicott",Bark,AM3403,"McKinstry, Thomas",AV05925,"Governor Endicott : 1839-1840",1839-Nov-19,"Mystic [?]","New London","Indian Ocean","NARA, NE Region","32115, 32116",NULL,NULL,NULL
AC059401,AS1493,"Governor Hopkins",Brig,AM3765,"Pease, Charles H.",AV05940,"Governor Hopkins : 1846-1849",1846-Sep-06,,"New Bedford",,NB,,NULL,NULL,NULL
AC059411,AS1493,"Governor Hopkins",Brig,AM0250,"Baker, Daniel Webster",AV05941,"Governor Hopkins : 1849-1850",1849-May-17,,"New Bedford",,NB,,NULL,NULL,NULL
AC059421,AS1493,"Governor Hopkins",Brig,AM0250,"Baker, Daniel Webster",AV05942,"Governor Hopkins : 1850",1850-Jun-05,,"New Bedford",,NB,,NULL,NULL,NULL
AC059431,AS1493,"Governor Hopkins",Brig,AM0603,"Briggs, Walter, Jr.",AV05943,"Governor Hopkins : 1850-1851",1850-Aug-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC059441,AS1493,"Governor Hopkins",Brig,AM4984,"Taylor, William W.",AV05944,"Governor Hopkins : 1851-1853",1851-Jun-30,,"New Bedford",,NB,,NULL,NULL,NULL
AC059471,AS0247,"Governor Troup",Ship,AM2874,"Jenney, Gilbert H.",AV05947,"Governor Troup : 1841-1844",1841-Oct-30,,"New Bedford",,NB,,NULL,NULL,NULL
AC059481,AS0247,"Governor Troup",Ship,AM2874,"Jenney, Gilbert H.",AV05948,"Governor Troup : 1844-1847",1844-Jul-10,,"New Bedford",,NB,,NULL,NULL,NULL
AC059501,AS0247,"Governor Troup",Ship,AM1223,"Coggeshall, Frederick",AV05950,"Governor Troup : 1847-1850",1847-Aug-26,,"New Bedford",,NB,,NULL,NULL,NULL
AC059511,AS0247,"Governor Troup",Ship,AM1223,"Coggeshall, Frederick",AV05951,"Governor Troup : 1850-1853",1850-Aug-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC059521,AS0247,"Governor Troup",Ship,AM3452,"Milton, Anthony (Antone)",AV05952,"Governor Troup : 1853-1856",1853-Aug-02,,"New Bedford",,NB,,NULL,NULL,NULL
AC059531,AS0247,"Governor Troup",Ship,AM3452,"Milton, Anthony (Antone)",AV05953,"Governor Troup : 1856-1859",1856-Aug-25,,"New Bedford",,NB,,NULL,NULL,NULL
AC059541,AS0247,"Governor Troup",Ship,AM2964,"Kelley, Reuben",AV05954,"Governor Troup : 1859-1862",1859-Jun-28,,"New Bedford",,NB,,NULL,NULL,NULL
AC059551,AS0247,"Governor Troup",Ship,AM0173,"Ashley, Edward R.",AV05955,"Governor Troup : 1862-1867",1862-Dec-02,,"New Bedford",,NB,,NULL,NULL,NULL
AC059561,AS0247,"Governor Troup",Ship,AM0857,"Castino, John A.",AV05956,"Governor Troup : 1868-1872",1868-Jun-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC059701,AS1499,Graduate,Schr,AM4227,"Ryder, Allen D.",AV05970,"Graduate : 1868",1868-May-11,,"New Bedford",,NB,,NULL,NULL,NULL
AC059711,AS1499,Graduate,Schr,AM4264,"Savery, Rufus Leonard",AV05971,"Graduate : 1869-1869",1869-May-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC059900,AS0260,"Grand Turk",Ship,AM4963,"Taber, Robert",AV05990,"Grand Turk : 1827-1828",1827-Aug-04,,"New Bedford","Coast of Brazil","NBFPL reel 167",,,NULL,NULL
AC059911,AS0260,"Grand Turk",Ship,AM4963,"Taber, Robert",AV05991,"Grand Turk : 1828-1829",1828-Jul-26,,"New Bedford",,NB,,NULL,NULL,NULL
AC059920,AS0260,"Grand Turk",Ship,AM4963,"Taber, Robert",AV05992,"Grand Turk : 1829-1830",1829-Jul-23,,"New Bedford","Brazil Banks","NBFPL reel 167",,,NULL,NULL
AC059930,AS0260,"Grand Turk",Ship,AM0773,"Burtch, Stanton",AV05993,"Grand Turk : 1830-1831",1830-Mar-24,,"New Bedford","South Atlantic","NBFPL reel 167",,,NULL,NULL
AC059940,AS0260,"Grand Turk",Ship,AM0773,"Burtch, Stanton",AV05994,"Grand Turk : 1831-1832",1831-Apr,,"New Bedford","South Atlantic","NBFPL reel 167",,,NULL,NULL
AC059950,AS0260,"Grand Turk",Ship,AM1687,"Eddy, Abraham T.",AV05995,"Grand Turk : 1832-1833",1832-May-30,,"New Bedford","South Atlantic","NBFPL reel 167",,,NULL,NULL
AC059971,AS0260,"Grand Turk",Ship,AM0374,"Bartlett, David H.",AV05997,"Grand Turk : 1834-1836",1834-May-12,,"New Bedford",,NB,,NULL,NULL,NULL
AC060001,AS0260,"Grand Turk",Ship,AM4984,"Taylor, William W.",AV06000,"Grand Turk : 1840-1841",1840-Apr-13,,"New Bedford",,NB,,NULL,NULL,NULL
AC060011,AS0260,"Grand Turk",Ship,AM4984,"Taylor, William W.",AV06001,"Grand Turk : 1842",1842-Apr-23,,"New Bedford",,NB,,NULL,NULL,NULL
AC060020,AS0248,Gratitude,Ship,AM1871,"Fisher, Jared",AV06002,"Gratitude : 1831-1835",1831-Aug-27,,"New Bedford","Pacific Ocean","NBFPL reel 167",,,NULL,NULL
AC060051,AS0248,Gratitude,Ship,AM4704,"Stetson, Peleg H.",AV06005,"Gratitude : 1841-1845",1841-Apr-24,,"New Bedford",,NB,,NULL,NULL,NULL
AC060061,AS0248,Gratitude,Ship,AM5344,"Wilcox, Preserved S.",AV06006,"Gratitude : 1845-1848",1845-Jun-14,,"New Bedford",,NB,,NULL,NULL,NULL
AC060071,AS0248,Gratitude,Ship,AM5344,"Wilcox, Preserved S.",AV06007,"Gratitude : 1848-1851",1848-Dec-02,,"New Bedford",,NB,,NULL,NULL,NULL
AC060081,AS0248,Gratitude,Ship,AM1342,"Cornell, John B.",AV06008,"Gratitude : 1851-1854",1851-Aug-14,,"New Bedford",,NB,,NULL,NULL,NULL
AC060091,AS0248,Gratitude,Bark,AM1342,"Cornell, John B.",AV06009,"Gratitude : 1854-1858",1854-Sep-04,,"New Bedford",,NB,,NULL,NULL,NULL
AC060101,AS0248,Gratitude,Bark,AM1535,"Davis, William, Jr.",AV06010,"Gratitude : 1858-1862",1858-Aug-25,,"New Bedford",,NB,,NULL,NULL,NULL
AC060111,AS0248,Gratitude,Bark,AM2568,"Herendeen, Lewis N.",AV06011,"Gratitude : 1862-1865",1862-Jun-18,,"New Bedford",,NB,,NULL,NULL,NULL
AC060161,AS0257,Greyhound,Bark,AM2209,"Gifford, Lysander W. H.",AV06016,"Greyhound : 1866-1871",1866-Oct-17,,"New Bedford",,NB,,NULL,NULL,NULL
AC060171,AS0258,Greyhound,Bark,AM0096,"Allen, Timothy C.",AV06017,"Greyhound : 1875-1878",1875-Nov-29,,"New Bedford",,NB,,NULL,NULL,NULL
AC060181,AS0258,Greyhound,Bark,AM0096,"Allen, Timothy C.",AV06018,"Greyhound : 1879-1883",1879-May-12,,"New Bedford",,NB,,NULL,NULL,NULL
AC060191,AS0258,Greyhound,Bark,AM1797,"Enos, Joseph T.",AV06019,"Greyhound : 1885-1887",1885-Jul-06,,"New Bedford",,NB,,NULL,NULL,NULL
